,sigma_hat,var_fhs
2016-03-24,0.00867596192862271,22760.16904677531
2016-03-28,0.008453839616005054,22177.46231917201
2016-03-29,0.008237363499183975,21609.567594186818
2016-03-30,0.008427875290123475,22109.34855252434
2016-03-31,0.008227344821290172,21583.28499816298
2016-04-01,0.008032753600785203,21072.80222862707
2016-04-04,0.007856533928291592,20610.514638119093
2016-04-05,0.007816458732600251,20505.382984013006
2016-04-06,0.007666164896063219,20111.10818723387
2016-04-07,0.007580203855259558,19885.60145538971
2016-04-08,0.007458205080698043,19565.554784442604
2016-04-11,0.007279144158006883,19095.813572614887
2016-04-12,0.007276891982268523,19089.905305502856
2016-04-13,0.007500130052408301,19675.539066445814
2016-04-14,0.007318458878456138,19198.950226603614
2016-04-15,0.0074114083122323975,19442.79002707235
2016-04-18,0.007232687537145411,18973.941144767927
2016-04-19,0.00723631560157407,18983.45886284786
2016-04-20,0.007236980538943575,18985.203232758653
2016-04-21,0.007074330051271906,18558.51249513167
2016-04-22,0.006908245976611414,18122.814223706664
2016-04-25,0.0070149927312741535,18402.849360018554
2016-04-26,0.006855578064130671,17984.647343623
2016-04-27,0.006789853386376971,17812.227871462346
2016-04-28,0.006647193843330266,17437.980572708446
2016-04-29,0.006646494650696556,17436.14633891738
2016-05-02,0.0067478057260050225,17701.921732966086
2016-05-03,0.0067270783283271355,17647.54631281906
2016-05-04,0.006819595914017694,17890.253220415063
2016-05-05,0.006889996869917256,18074.940252298216
2016-05-06,0.006776300627357883,17776.674109370906
2016-05-09,0.0067271749532227644,17647.799794678103
2016-05-10,0.0073063810454058985,19167.2657258873
2016-05-11,0.00723511952693262,18980.32112881261
2016-05-12,0.007079416331127892,18571.855636825218
2016-05-13,0.0069585866868771724,18254.876015241673
2016-05-16,0.006860292045926823,17997.01381358293
2016-05-17,0.006763784278629279,17743.839224287836
2016-05-18,0.006610868867434948,17386.73856531526
2016-05-19,0.006512645395389872,17128.408553985308
2016-05-20,0.006519416359896214,17146.216347796904
2016-05-23,0.006376543819206566,16770.45824958838
2016-05-24,0.006274175316100473,16501.226710358216
2016-05-25,0.006279429224704873,16515.044611935533
2016-05-26,0.006147468526401302,16167.984912475653
2016-05-27,0.006124781059861528,16108.31634888041
2016-05-31,0.006011370298484716,15810.043414097923
2016-06-01,0.005888248010044157,15486.228937724876
2016-06-02,0.006391051828649431,16808.614651166514
2016-06-03,0.0062726697593826,16497.267061244944
2016-06-06,0.0063090555987732385,16592.962663388997
2016-06-07,0.006401255133466041,16835.449579661697
2016-06-08,0.0062628413568056075,16471.418134341762
2016-06-09,0.006463650311042581,16999.550344933818
2016-06-10,0.006326565765204175,16639.01480752841
2016-06-13,0.006332509386427835,16654.6466693032
2016-06-14,0.006197076703294391,16298.455569152999
2016-06-15,0.006067850128266609,15958.586677369804
2016-06-16,0.005942792010497911,15629.680924931487
2016-06-17,0.006071807289484855,15968.994103222913
2016-06-20,0.006224336006008383,16370.148168002697
2016-06-21,0.006129080456070124,16119.623860701708
2016-06-22,0.006281037324799176,16519.27395250894
2016-06-23,0.006164914789892276,16213.868990399724
2016-06-24,0.006104708381473709,16055.524738816288
2016-06-27,0.0060703521507513335,15965.16705457873
2016-06-28,0.007163481601956786,18914.425255337304
2016-06-29,0.007074236089468747,18678.781797431562
2016-06-30,0.007280549993026792,19223.532119247076
2016-07-01,0.007405963654044544,19554.673797152765
2016-07-05,0.007390973199261075,19515.093066399164
2016-07-06,0.007322888779918801,19335.3232655874
2016-07-07,0.0072343306670750425,19101.49481467333
2016-07-08,0.007074128932050361,18678.498859456253
2016-07-11,0.007216986189358975,19055.698532141687
2016-07-12,0.007049140036026203,18612.518288509687
2016-07-13,0.006922933416978649,18279.282887716345
2016-07-14,0.006770695815630904,17877.31539596524
2016-07-15,0.006708766177721428,17713.79665292709
2016-07-18,0.006568881832689213,17344.44664471587
2016-07-19,0.006425740064337664,16966.495750326387
2016-07-20,0.006306223989235831,16650.926032284897
2016-07-21,0.00633099781584567,16716.338734897618
2016-07-22,0.006358609131605547,16789.24353135847
2016-07-25,0.006266979895966874,16547.306101349863
2016-07-26,0.00629802403168814,16629.27490050976
2016-07-27,0.0061801515664244785,16318.044962642278
2016-07-28,0.006157904546821983,16259.304030117168
2016-07-29,0.006013472762829005,15924.233462647737
2016-08-01,0.005903631471112309,15633.363537378033
2016-08-02,0.005920405205932134,15677.781942490386
2016-08-03,0.0058824784509580105,15577.348378639927
2016-08-04,0.005769913393511533,15279.265669162285
2016-08-05,0.005717524945635505,15140.536201577375
2016-08-08,0.005638822624735375,14932.125158325842
2016-08-09,0.005564028658475809,14734.063800556522
2016-08-10,0.00545840072422528,14454.351236531984
2016-08-11,0.0053830231678599905,14254.74447805054
2016-08-12,0.005367397906952496,14213.367338347878
2016-08-15,0.0055722508054059875,14755.836808009002
2016-08-16,0.00567391631756873,15025.056510937788
2016-08-17,0.005564947506323249,14736.496994854788
2016-08-18,0.0054790179109748365,14508.947458730303
2016-08-19,0.0053913309886637695,14276.744357864241
2016-08-22,0.005331306036236186,14117.792718147912
2016-08-23,0.005336651115680446,14131.946984127615
2016-08-24,0.0052455175877388375,13890.616951972588
2016-08-25,0.005748435904536695,15222.3912869017
2016-08-26,0.006040721866014954,15996.391614500191
2016-08-29,0.005916247342670277,15666.771535043817
2016-08-30,0.005821886095785305,15416.894203843282
2016-08-31,0.005958930267249499,15779.79987701445
2016-09-01,0.005890443864562427,15598.441532440727
2016-09-02,0.00578451026409713,15317.919535937224
2016-09-06,0.006035836287740588,15983.454150224648
2016-09-07,0.006200799019273846,16420.290759148753
2016-09-08,0.006079487169380675,16099.045732244245
2016-09-09,0.005953653906792318,15765.827585284354
2016-09-12,0.006115168388447839,16193.532908800455
2016-09-13,0.006053584349287282,16030.452662852156
2016-09-14,0.006081282438519003,16103.799771385111
2016-09-15,0.0059603028154330655,15783.43451187119
2016-09-16,0.005838746376487859,15461.541790477886
2016-09-19,0.005837997753235138,15459.559366690155
2016-09-20,0.005738107899884404,15195.041772939816
2016-09-21,0.005625520343295998,14896.899483648162
2016-09-22,0.005849999538469696,15491.341206831685
2016-09-23,0.005759774617386162,15252.417249885506
2016-09-26,0.005706177758439662,15110.487797738602
2016-09-27,0.005702412601481138,15100.51731299613
2016-09-28,0.005710962962029323,15123.15946054201
2016-09-29,0.0055999437504636014,14829.170294291936
2016-09-30,0.00564741701115128,14954.883890451649
2016-10-03,0.005577913809079428,14770.832966826436
2016-10-04,0.005480456119356408,14512.755967879566
2016-10-05,0.007092447922319203,19241.245901142058
2016-10-06,0.006936447429653907,18818.0289987484
2016-10-07,0.006851616771015661,18587.89018339273
2016-10-10,0.00684362596422712,18539.73955923115
2016-10-11,0.006753841677897968,18296.50924627206
2016-10-12,0.006734354493608631,18243.717447983327
2016-10-13,0.006595811204690929,17868.396454749647
2016-10-14,0.006520190418094081,17663.535801040893
2016-10-17,0.006378155098083833,17278.754713505314
2016-10-18,0.006319701624521345,17120.401205899012
2016-10-19,0.006286018775885574,17029.15261274321
2016-10-20,0.006204574801437241,16808.516639527617
2016-10-21,0.006154480163250004,16672.80765277703
2016-10-24,0.0060576302600152355,16410.43621522402
2016-10-25,0.005940467260941131,16093.035541930849
2016-10-26,0.0058373599134839685,15813.712361720369
2016-10-27,0.005764043525829965,15615.094444897619
2016-10-28,0.0057456430810048364,15565.2466804793
2016-10-31,0.0056504256602518226,15307.297723085927
2016-11-01,0.005555455481745737,15050.018557830528
2016-11-02,0.005451314768322137,14767.895935337949
2016-11-03,0.005386296016798406,14591.75674742538
2016-11-04,0.005349286691317223,14491.496555055055
2016-11-07,0.0052728917331996816,14284.538630331952
2016-11-08,0.005218490470399731,14137.16277296096
2016-11-09,0.005132062930703638,13903.02606164938
2016-11-10,0.005817513179880091,15759.946525591875
2016-11-11,0.005808568084341229,15735.71379538572
2016-11-14,0.00682897653245183,18727.247373469247
2016-11-15,0.006683978606398937,18329.616481500492
2016-11-16,0.006759254169559196,18536.04625699911
2016-11-17,0.006703209037815214,18382.352501974394
2016-11-18,0.006648126031374283,18231.297203601098
2016-11-21,0.006504854334259528,17838.40018590971
2016-11-22,0.006429668209784359,17418.306418961674
2016-11-23,0.006291009627722035,17042.67309058791
2016-11-25,0.0064250853904794895,17405.89132251961
2016-11-28,0.006293384187539742,17049.10589694206
2016-11-29,0.0061763346325744185,16732.01254965447
2016-11-30,0.006093277294382765,16507.0058899385
2016-12-01,0.006068822565394313,16440.756754055357
2016-12-02,0.005949784261692173,16118.275782747689
2016-12-05,0.005837401181018814,15813.824157623925
2016-12-06,0.00579579159793346,15701.10162754951
2016-12-07,0.005773257131549122,15640.054583182136
2016-12-08,0.005901215558829166,15986.700634351699
2016-12-09,0.00589502052909655,15969.917975801283
2016-12-12,0.0057767828171757804,15649.605849371674
2016-12-13,0.005668422996014078,15356.053444035082
2016-12-14,0.005666051705006887,15349.629493059054
2016-12-15,0.006362776037373718,17237.09203618754
2016-12-16,0.006249648622361393,16930.623970530414
2016-12-19,0.006118906307550573,16576.43622288992
2016-12-20,0.005960106182316238,16137.06414155945
2016-12-21,0.005840028954754864,15811.95350362355
2016-12-22,0.005801569154962761,15707.823101054866
2016-12-23,0.005719142891869676,15484.652933645992
2016-12-27,0.005650156001814743,15297.870041581722
2016-12-28,0.005705098562911637,15446.627732367959
2016-12-29,0.006067128322573577,16426.827962718166
2016-12-30,0.006031611112890641,16330.66466071471
2017-01-03,0.006065860129336592,16423.394313218792
2017-01-04,0.006285294951715865,17017.51691696239
2017-01-05,0.006224722963873535,16853.517480862818
2017-01-06,0.006135258351673148,16611.290892725705
2017-01-09,0.006025486334322748,16314.08174397135
2017-01-10,0.005912993284971695,16009.505366080026
2017-01-11,0.005822515099008736,15764.534513945173
2017-01-12,0.00572905072199831,15511.478511143894
2017-01-13,0.005618872986554635,15213.170875434054
2017-01-17,0.00562131350372764,15219.77860706746
2017-01-18,0.0055172346596131785,14937.983798069323
2017-01-19,0.0054743680307879315,14821.921849217162
2017-01-20,0.005383744353840529,14576.55707837077
2017-01-23,0.005341272551178124,14461.564126432364
2017-01-24,0.005254343189455054,14226.201761568445
2017-01-25,0.005275826807789205,14284.368934509022
2017-01-26,0.005230129528375569,14160.642962783795
2017-01-27,0.005387459197821275,14586.615066225255
2017-01-30,0.005344373277363228,14469.95938245698
2017-01-31,0.0052544269569246025,14226.428563069583
2017-02-01,0.005257636024724661,14235.117155410067
2017-02-02,0.005176659436607669,14015.872001643243
2017-02-03,0.00510938809644274,13833.733982969849
2017-02-06,0.005199076108567014,14076.565429274035
2017-02-07,0.005121934826189033,13867.704415121454
2017-02-08,0.005103185736964068,13816.941014912787
2017-02-09,0.005024652265995185,13604.310632245399
2017-02-10,0.00498334255411348,13492.464056041388
2017-02-13,0.00499469461657399,13523.199911152118
2017-02-14,0.004919419620102233,13319.39189009295
2017-02-15,0.005002275658176985,13543.725678792021
2017-02-16,0.005357086044491802,14504.379362956519
2017-02-17,0.005284826963858425,14308.73697281746
2017-02-21,0.0052102248442966815,14106.750774646021
2017-02-22,0.005196203134359788,14068.786814658642
2017-02-23,0.005122728632617878,13869.853656236699
2017-02-24,0.00506335844504786,13709.108109830768
2017-02-27,0.0049777717497822985,13477.381031668589
2017-02-28,0.0048977615983447735,13260.752517640763
2017-03-01,0.004821623136408398,12801.491905100625
2017-03-02,0.005701212934429436,15136.81786497292
2017-03-03,0.006230140986698421,16541.130891508164
2017-03-06,0.006069765953758172,16195.417362722923
2017-03-07,0.006018167424207425,16057.741589432233
2017-03-08,0.006040110500018115,16116.290349579396
2017-03-09,0.005936324961858751,15839.36861659808
2017-03-10,0.005822332098297267,15535.211583886285
2017-03-13,0.005727974368733246,15283.44523517854
2017-03-14,0.005698094011700988,15203.718132556905
2017-03-15,0.005863452498921837,15644.92949645669
2017-03-16,0.006192524552589981,16522.963228262142
2017-03-17,0.006097231666832095,16268.701685345206
2017-03-20,0.005982105578531685,15961.52096971837
2017-03-21,0.005868862879844001,15659.36553530783
2017-03-22,0.005938538374240887,15845.274468256544
2017-03-23,0.005830537102404336,15557.104267556328
2017-03-24,0.005735014649178617,15302.23019015573
2017-03-27,0.005630381523820857,15023.04691553773
2017-03-28,0.005537068614831421,14774.068368765595
2017-03-29,0.0054870535028228975,14640.617487859745
2017-03-30,0.005391304767632696,14385.13964239224
2017-03-31,0.005308129932481299,14163.211617553243
2017-04-03,0.005389232221860662,14379.609652597384
2017-04-04,0.005299835988500744,14141.081623518634
2017-04-05,0.005204635856311186,13887.067566709467
2017-04-06,0.005131430358947935,13691.73984038923
2017-04-07,0.0050621487850219795,13506.881970444103
2017-04-10,0.004999673362801921,13340.18435055652
2017-04-11,0.00491587874909248,13116.602625641362
2017-04-12,0.004986535920084801,13305.130879054725
2017-04-13,0.00490399877240775,13084.904339062537
2017-04-17,0.004852885172952398,12948.5224616727
2017-04-18,0.004795412925538613,12795.174368726279
2017-04-19,0.004805148269198868,12821.150321497527
2017-04-20,0.004776608502792734,12745.00019776899
2017-04-21,0.004864810185445937,12980.340913299973
2017-04-24,0.004785341402207416,12768.301417599365
2017-04-25,0.0048438901690735815,12924.521891781442
2017-04-26,0.0047776373477938835,12747.745373500988
2017-04-27,0.0047108259676974466,12569.478502342412
2017-04-28,0.0047424050551440645,12653.73817644323
2017-05-01,0.004683010694818647,12495.261480341544
2017-05-02,0.004613263900713955,12309.162304715506
2017-05-03,0.004592912805173666,12254.861284120214
2017-05-04,0.004733488929583774,12629.948070563129
2017-05-05,0.004777332883043278,12746.932997250262
2017-05-08,0.004870904436902913,12996.601663156069
2017-05-09,0.004795243422185709,12794.722097985434
2017-05-10,0.004776693492329721,12745.22696780155
2017-05-11,0.004704421876583171,12552.391034849472
2017-05-12,0.004658134498047888,12428.886534063722
2017-05-15,0.004677149719759645,12479.623161177975
2017-05-16,0.005306856128510158,14211.832085326429
2017-05-17,0.005229994829394324,14005.996492568247
2017-05-18,0.005134128113695579,13749.264138592638
2017-05-19,0.005062468441407742,13557.358572437754
2017-05-22,0.004985991841384159,13352.55320902253
2017-05-23,0.005116973341044383,13703.3234267141
2017-05-24,0.005022888039692631,13451.361724318405
2017-05-25,0.004935261097805709,13216.695595429546
2017-05-26,0.0048748612519530264,13054.943995904105
2017-05-30,0.004868123889493428,13036.901248624901
2017-05-31,0.0049774107112011585,13329.572826982785
2017-06-01,0.004921178110527906,13178.98116609413
2017-06-02,0.0050415271813534016,13501.27759636822
2017-06-05,0.004968279965597749,13305.120567455275
2017-06-06,0.004923341846455681,13184.775680009314
2017-06-07,0.004838798199061202,12958.36665523918
2017-06-08,0.004759188638122573,12745.171180357524
2017-06-09,0.00477581211643198,12789.689078843248
2017-06-12,0.00493595358313785,13218.550080462423
2017-06-13,0.0048537941202844445,12998.525933958754
2017-06-14,0.004829654264302944,12933.879074977604
2017-06-15,0.005055322251936781,13538.22098092371
2017-06-16,0.0050559789149564075,13539.97953332189
2017-06-19,0.004981253185040396,13339.863023602611
2017-06-20,0.0050467581537306525,13515.286210747096
2017-06-21,0.005543277370790138,14844.971351838
2017-06-22,0.005434347856037694,14553.25664631188
2017-06-23,0.005331535658816445,14277.924199407566
2017-06-26,0.005262522540523077,14093.106140444006
2017-06-27,0.005256942392456629,14078.162428873315
2017-06-28,0.005347306605082011,14320.159005613976
2017-06-29,0.005570581166156317,14918.091283043896
2017-06-30,0.0055294823619781615,14808.028132707155
2017-07-03,0.005453830917657995,14605.432547363396
2017-07-05,0.005565631056145167,14904.834821858825
2017-07-06,0.005460113434770023,14622.257212684483
2017-07-07,0.005388420992276055,14430.263887476845
2017-07-10,0.00528770033782378,14160.5326202375
2017-07-11,0.005187285191843173,13891.619508794143
2017-07-12,0.005095522263587706,13645.877152784451
2017-07-13,0.005132513945592379,13744.941374702938
2017-07-14,0.00503876260377458,13493.874020430674
2017-07-17,0.005115742444824877,13700.027070083645
2017-07-18,0.005043668679879515,13507.012558222676
2017-07-19,0.004965586126795468,13297.906430912684
2017-07-20,0.005031132983801974,13473.44179553145
2017-07-21,0.004940296083510182,13230.179354862852
2017-07-24,0.004910876788930569,13151.394088311527
2017-07-25,0.00484698725450403,12980.297055851639
2017-07-26,0.004808307619698879,12876.712473631795
2017-07-27,0.004670083859485216,12593.438615558194
2017-07-28,0.004610736330522117,12433.400919133568
2017-07-31,0.004534997064576039,12229.160947180577
2017-08-01,0.004461093535409286,12029.871258593012
2017-08-02,0.004389061778331833,11835.629026885916
2017-08-03,0.004325646192959179,11664.621330731132
2017-08-04,0.004283057618700005,11549.776156255792
2017-08-07,0.004222194646232022,11385.651885515086
2017-08-08,0.004185435391334341,11286.526166569509
2017-08-09,0.004135780149725047,11152.6248800054
2017-08-10,0.00417723626886842,11264.416254074833
2017-08-11,0.004122583210888419,11117.037759055784
2017-08-14,0.004085946825573068,11018.243372606443
2017-08-15,0.0040285940628608154,10863.584801501247
2017-08-16,0.004038634332648539,10890.65958753502
2017-08-17,0.003985631540057948,10747.731230137955
2017-08-18,0.004038129490155736,10889.298219487908
2017-08-21,0.00412255599169482,11116.96435925097
2017-08-22,0.004069703467927745,10974.441219674765
2017-08-23,0.004123977836299467,11120.798532959247
2017-08-24,0.004149773277675732,11190.35901994567
2017-08-25,0.004102236729220091,11062.171042388107
2017-08-28,0.0040446770177215135,10906.954409176195
2017-08-29,0.004680681997253216,12622.017759195938
2017-08-30,0.00463634362509403,12502.454045802144
2017-08-31,0.004598529204608707,12400.482946889733
2017-09-01,0.004684794390883864,12633.107319535502
2017-09-05,0.004676381425834956,12610.42075498847
2017-09-06,0.0046208413278746975,12460.650250772793
2017-09-07,0.004542838720298171,12250.30690792825
2017-09-08,0.004503668964181244,12144.68098469284
2017-09-11,0.004433226645548972,11954.724863491436
2017-09-12,0.00437971603525737,11810.427115043158
2017-09-13,0.0044029094057711085,11872.970807328134
2017-09-14,0.004374709238587675,11796.92569013998
2017-09-15,0.00430616625137469,11612.09134284223
2017-09-18,0.004252483830603495,11467.330286925959
2017-09-19,0.004236612973089396,11424.532625065105
2017-09-20,0.00420722749645242,11345.291179439873
2017-09-21,0.004156815851033731,10429.657697702947
2017-09-22,0.00430615924669682,10804.367704592303
2017-09-25,0.004306376516508469,10804.912845355027
2017-09-26,0.004264512677339495,10699.874390900643
2017-09-27,0.004465946647465605,11205.282239694854
2017-09-28,0.004401284762676932,11043.042354984434
2017-09-29,0.004331500477340581,10867.950112551809
2017-10-02,0.004268305968074665,10709.391946003749
2017-10-03,0.004203916413429714,10547.835351167498
2017-10-04,0.004142659561485855,10394.138863204375
2017-10-05,0.004111342377311946,10315.562490640608
2017-10-06,0.003875812374816954,9929.924911489386
2017-10-09,0.003831019484033116,9815.164443479614
2017-10-10,0.00387857880569145,9937.012574203676
2017-10-11,0.00382739740786438,9805.884596856251
2017-10-12,0.003895895410028874,9981.378132740476
2017-10-13,0.0038565673658185707,9880.618733637082
2017-10-16,0.0038001296375578908,9736.02391076977
2017-10-17,0.0037821608711660244,9689.98749729871
2017-10-18,0.0038453911546783314,9851.98501077201
2017-10-19,0.003784295901839789,9695.457497449379
2017-10-20,0.003785033054598856,9697.346100621551
2017-10-23,0.003936331438831839,10084.976215129907
2017-10-24,0.004094092142322537,10489.162947652107
2017-10-25,0.004035541791744227,10339.15553538374
2017-10-26,0.004094265769191889,10489.607783884758
2017-10-27,0.004040606681265781,10352.13190466333
2017-10-30,0.004107825897840181,10524.349160980972
2017-10-31,0.004337217936795581,11112.057104977654
2017-11-01,0.004261086864197181,10917.007458290624
2017-11-02,0.004217253076852755,10804.704236456544
2017-11-03,0.0042120947055411416,10791.488364573084
2017-11-06,0.004151203644000921,10635.483994288306
2017-11-07,0.004146171736771819,10622.592126438556
2017-11-08,0.004114044833731899,10540.282224933027
2017-11-09,0.0040595228692767195,10400.595635204234
2017-11-10,0.003992135776340289,10227.948275592582
2017-11-13,0.003926714046124002,10060.336222736663
2017-11-14,0.0038699620736879796,9914.936298702614
2017-11-15,0.003839022347166656,9835.66797210998
2017-11-16,0.0038548432994692876,9876.201634011199
2017-11-17,0.00401702562362485,10291.71666546615
2017-11-20,0.003978137957697134,10192.085526158604
2017-11-21,0.004246056215312438,10878.498572833156
2017-11-22,0.004248925955534177,10885.850916590172
2017-11-24,0.004189025657100773,10732.384905313607
2017-11-27,0.004134558237300179,10592.838060307207
2017-11-28,0.004074258529084147,10438.348751521151
2017-11-29,0.0045565948147945675,11674.105964721484
2017-11-30,0.004576829417917218,11725.947506620478
2017-12-01,0.004753103103926866,12177.564947475037
2017-12-04,0.004691828472128511,12020.577860925068
2017-12-05,0.004722524533281318,12099.221910958644
2017-12-06,0.005037602723626154,12906.459844275772
2017-12-07,0.005030195828400402,12887.48319981876
2017-12-08,0.004966061762157734,12723.170173162445
2017-12-11,0.005001910397941766,12815.015243844324
2017-12-12,0.004908908504145604,11424.46317433387
2017-12-13,0.004852269277087751,11292.64715796308
2017-12-14,0.0047696094611305515,11100.273634887075
2017-12-15,0.004828672345151278,11237.730208562243
2017-12-18,0.004795318564070657,11129.307938821394
2017-12-19,0.005086538819901795,11805.192108321864
2017-12-20,0.0050172273371329335,11644.329211493554
2017-12-21,0.004951670203309666,11492.179668109242
2017-12-22,0.004868147392919477,11298.334136404019
2017-12-26,0.004795968503273118,11130.81636280388
2017-12-27,0.004730733950038371,10979.415486824404
2017-12-28,0.004644445219728443,10779.150616318306
2017-12-29,0.004672489208068262,10844.237049658746
2018-01-02,0.0045838527203538,10638.523340921864
2018-01-03,0.005534700244226409,12845.31622749518
2018-01-04,0.005443648052425782,12633.995985155825
2018-01-05,0.005541500049221164,12861.097686578538
2018-01-08,0.0056431418662701936,13096.995065717358
2018-01-09,0.005546088109469271,12871.745975041715
2018-01-10,0.005435630491451428,12615.3882735284
2018-01-11,0.005340109910424137,12393.69748353312
2018-01-12,0.005621908387611892,13047.714935639824
2018-01-16,0.006600340945127189,15318.529081658226
2018-01-17,0.006473049390797157,15023.102013107527
2018-01-18,0.006534311916044283,15165.284331023506
2018-01-19,0.006412584003780704,14882.769748888804
2018-01-22,0.006587882156089232,15289.613859886073
2018-01-23,0.006989213305836918,16221.051029555914
2018-01-24,0.0068750185231343346,15956.019857023137
2018-01-25,0.006967204105571577,16169.970550966764
2018-01-26,0.0068435570005668045,15883.001773198279
2018-01-29,0.007502616951610853,17412.593821632978
2018-01-30,0.007584581309404619,17602.82238845424
2018-01-31,0.008111920487132778,18826.70772969412
2018-02-01,0.007985510298647202,18533.32619612898
2018-02-02,0.007833333862922296,18180.14456875925
2018-02-05,0.008132394703753383,18874.22571177025
2018-02-06,0.007966634446720088,18489.51780970009
2018-02-07,0.00794093534257268,18429.873546240444
2018-02-08,0.007853487454301956,18226.91842153683
2018-02-09,0.008158551022229092,18934.931109956546
2018-02-12,0.007980110370430813,18520.793668171817
2018-02-13,0.00795486172958864,18462.194871196225
2018-02-14,0.007779620989701149,18055.48400692797
2018-02-15,0.008339095813673382,19353.951984980144
2018-02-16,0.00828943272324329,19238.690439953436
2018-02-20,0.008123363638605705,18853.265789358178
2018-02-21,0.008287963751978841,19235.281149551374
2018-02-22,0.008129435879689194,18867.358667650617
2018-02-23,0.007936025944889558,18418.479475569315
2018-02-26,0.007771228765281139,18036.00675038827
2018-02-27,0.0076370955142870366,17724.700997662352
2018-02-28,0.007710391833489035,17894.81217928294
2018-03-01,0.0077628516327237105,18016.56452009006
2018-03-02,0.007986929791206233,18334.602413434128
2018-03-05,0.007960146394168808,18273.11909646507
2018-03-06,0.007807911445017236,17923.652237598155
2018-03-07,0.0077587328941194,17810.759148319543
2018-03-08,0.007588104657237427,17419.069104019833
2018-03-09,0.007428968967318055,17053.76107193075
2018-03-12,0.007373397481854616,16926.192517037744
2018-03-13,0.0072252615993333635,16586.13537615981
2018-03-14,0.007099974671722394,16298.529742280703
2018-03-15,0.006966783289611525,15992.778834267554
2018-03-16,0.0069268960736776405,15901.214708296176
2018-03-19,0.00677264047977581,15436.522541734343
2018-03-20,0.006742505225319514,15367.836844316234
2018-03-21,0.006582081928000366,15002.192476704924
2018-03-22,0.006578976333676986,14995.11405922189
2018-03-23,0.007050311875657122,16069.404321671758
2018-03-26,0.00690279610465075,15733.179398585844
2018-03-27,0.007361531603393523,16778.751046480396
2018-03-28,0.0077502687652822085,17664.779173947627
2018-03-29,0.008045318377004956,18337.270205457233
2018-04-02,0.007849899390578351,17891.862007862048
2018-04-03,0.0076543937950956705,17446.256406809458
2018-04-04,0.007469016219931338,17023.735068743244
2018-04-05,0.007314699492046028,16672.0090830392
2018-04-06,0.007141201009603444,16276.56313501062
2018-04-09,0.007303714888799832,16646.972455725485
2018-04-10,0.007196710787437289,16403.083646379506
2018-04-11,0.007259031282749185,16545.12746718571
2018-04-12,0.007092370154642566,16165.265540580996
2018-04-13,0.006967507074804205,15880.671702725447
2018-04-16,0.00679968138103813,15498.155442983285
2018-04-17,0.0066837645101342855,15233.952227705904
2018-04-18,0.006595780922618454,15033.41587322991
2018-04-19,0.006462450240153425,14729.522274932135
2018-04-20,0.006319625086041352,14403.988427747812
2018-04-23,0.006384854932014807,14552.663378200286
2018-04-24,0.006386288232105256,14555.930223564568
2018-04-25,0.006243190863665743,14229.775932608829
2018-04-26,0.0061093441333318595,13924.706133598203
2018-04-27,0.006015734366368819,13711.346324795935
2018-04-30,0.005999066016144539,13673.35503251651
2018-05-01,0.006274898042281339,14302.044433926154
2018-05-02,0.0062030317225736245,14138.243318619301
2018-05-03,0.0062432175279727616,14229.836707158664
2018-05-04,0.00610952749593928,13925.124062326475
2018-05-07,0.006306910163799337,14375.007975531078
2018-05-08,0.006162408469677096,14045.65287905169
2018-05-09,0.006020717083395981,13722.703169137305
2018-05-10,0.005957624324826705,13578.899169385193
2018-05-11,0.006166218557392665,14054.337011198228
2018-05-14,0.00603335153022001,13779.251441777173
2018-05-15,0.005896477304667337,13466.651660322033
2018-05-16,0.006291713875215972,14369.311493301588
2018-05-17,0.006153548750172742,14053.763494992623
2018-05-18,0.006012665041180602,13732.006667045609
2018-05-21,0.006030234121351138,13772.131757065306
2018-05-22,0.0060520763126882425,13822.015978955224
2018-05-23,0.005965658088016011,13624.649980812024
2018-05-24,0.005831207164144188,13317.584649490029
2018-05-25,0.005706133823451094,13031.9362828333
2018-05-29,0.005800745182214565,13248.014145215458
2018-05-30,0.0071982366312232215,16554.043971753315
2018-05-31,0.0076070730808326225,17494.259876122585
2018-06-01,0.007558971074376583,17383.637959839798
2018-06-04,0.007673709674204205,17647.506449320274
2018-06-05,0.007611510079652436,17504.463802074002
2018-06-06,0.007444846240571028,17121.180970180492
2018-06-07,0.007808273959466114,17956.96878146851
2018-06-08,0.007621174621136949,17526.689696122485
2018-06-11,0.007471051996269352,17181.44729016522
2018-06-12,0.0072889221161700065,16762.596646848375
2018-06-13,0.007129286416411786,16395.47668002254
2018-06-14,0.006957148494680462,15999.60490315066
2018-06-15,0.0067904434419056945,15616.227290642526
2018-06-18,0.007670897779792232,19260.532540759676
2018-06-19,0.007512531656512873,18862.897745154478
2018-06-20,0.0073954349143485944,18568.884491736688
2018-06-21,0.007225126421167365,16612.64609613869
2018-06-22,0.0071577163916504635,16457.651027759857
2018-06-25,0.0069911601654240405,16074.690304290481
2018-06-26,0.0070659977430184906,16246.76344444019
2018-06-27,0.0069126094236002635,15894.079530382842
2018-06-28,0.007138252039552257,16412.896877583215
2018-06-29,0.006981161539133952,16051.700583374573
2018-07-02,0.00682455330276199,15691.61315307498
2018-07-03,0.00667725899575061,15352.941128293896
2018-07-05,0.006519626779482967,14990.499273362138
2018-07-06,0.006474175178487064,14885.992955017908
2018-07-09,0.006327974084417579,14549.834541577688
2018-07-10,0.006553160770962932,15067.60357578867
2018-07-11,0.006407321108927967,14732.276198669098
